language,article,date,views
en,influenza,2015-08-16,1066
en,influenza,2015-08-17,1352
en,influenza,2015-08-18,1437
en,influenza,2015-08-19,1451
en,influenza,2015-08-20,1336
en,influenza,2015-08-21,1231
en,influenza,2015-08-22,885
en,influenza,2015-08-23,1059
en,influenza,2015-08-24,1570
en,influenza,2015-08-25,1590
en,influenza,2015-08-26,1727
en,influenza,2015-08-27,1457
en,influenza,2015-08-28,1156
en,influenza,2015-08-29,883
en,influenza,2015-08-30,1105
en,influenza,2015-08-31,1485
en,influenza,2015-09-01,1628
en,influenza,2015-09-02,1571
en,influenza,2015-09-03,1529
en,influenza,2015-09-04,1370
en,influenza,2015-09-05,971
en,influenza,2015-09-06,1507
en,influenza,2015-09-07,1834
en,influenza,2015-09-08,1975
en,influenza,2015-09-09,1826
en,influenza,2015-09-10,1719
en,influenza,2015-09-11,1598
en,influenza,2015-09-12,1072
en,influenza,2015-09-13,1266
en,influenza,2015-09-14,2057
en,influenza,2015-09-15,1891
en,influenza,2015-09-16,1907
en,influenza,2015-09-17,2036
en,influenza,2015-09-18,3391
en,influenza,2015-09-19,1243
en,influenza,2015-09-20,1462
en,influenza,2015-09-21,2141
en,influenza,2015-09-22,2103
en,influenza,2015-09-23,2099
en,influenza,2015-09-24,1962
en,influenza,2015-09-25,1637
en,influenza,2015-09-26,1082
en,influenza,2015-09-27,1416
en,influenza,2015-09-28,2173
en,influenza,2015-09-29,2138
en,influenza,2015-09-30,2256
en,influenza,2015-10-01,2141
en,influenza,2015-10-02,1766
en,influenza,2015-10-03,1364
en,influenza,2015-10-04,1550
en,influenza,2015-10-05,2428
en,influenza,2015-10-06,2537
en,influenza,2015-10-07,2386
en,influenza,2015-10-08,2309
en,influenza,2015-10-09,2077
en,influenza,2015-10-10,1307
en,influenza,2015-10-11,1790
en,influenza,2015-10-12,2378
en,influenza,2015-10-13,2514
en,influenza,2015-10-14,2360
en,influenza,2015-10-15,2310
en,influenza,2015-10-16,2168
en,influenza,2015-10-17,1408
en,influenza,2015-10-18,1531
en,influenza,2015-10-19,2536
en,influenza,2015-10-20,2484
en,influenza,2015-10-21,2414
en,influenza,2015-10-22,2430
en,influenza,2015-10-23,1991
en,influenza,2015-10-24,1362
en,influenza,2015-10-25,1535
en,influenza,2015-10-26,2607
en,influenza,2015-10-27,2393
en,influenza,2015-10-28,2425
en,influenza,2015-10-29,2210
en,influenza,2015-10-30,2010
en,influenza,2015-10-31,1328
en,influenza,2015-11-01,1441
en,influenza,2015-11-02,2502
en,influenza,2015-11-03,2540
en,influenza,2015-11-04,2571
en,influenza,2015-11-05,2603
en,influenza,2015-11-06,2137
en,influenza,2015-11-07,1393
en,influenza,2015-11-08,1788
en,influenza,2015-11-09,2560
en,influenza,2015-11-10,2561
en,influenza,2015-11-11,2335
en,influenza,2015-11-12,2435
en,influenza,2015-11-13,2008
en,influenza,2015-11-14,1398
en,influenza,2015-11-15,2007
en,influenza,2015-11-16,2422
en,influenza,2015-11-17,2558
en,influenza,2015-11-18,2382
en,influenza,2015-11-19,2334
en,influenza,2015-11-20,1998
en,influenza,2015-11-21,1312
en,influenza,2015-11-22,1512
en,influenza,2015-11-23,2395
en,influenza,2015-11-24,2429
en,influenza,2015-11-25,2045
en,influenza,2015-11-26,1741
en,influenza,2015-11-27,1417
en,influenza,2015-11-28,1377
en,influenza,2015-11-29,1573
en,influenza,2015-11-30,2398
en,influenza,2015-12-01,2564
en,influenza,2015-12-02,2485
en,influenza,2015-12-03,2371
en,influenza,2015-12-04,1978
en,influenza,2015-12-05,1328
en,influenza,2015-12-06,1848
en,influenza,2015-12-07,2335
en,influenza,2015-12-08,2450
en,influenza,2015-12-09,2664
en,influenza,2015-12-10,2331
en,influenza,2015-12-11,1832
en,influenza,2015-12-12,1297
en,influenza,2015-12-13,1582
en,influenza,2015-12-14,2178
en,influenza,2015-12-15,2085
en,influenza,2015-12-16,2202
en,influenza,2015-12-17,2026
en,influenza,2015-12-18,1828
en,influenza,2015-12-19,1099
en,influenza,2016-01-01,3448
en,influenza,2016-01-02,4013
en,influenza,2016-01-03,4145
en,influenza,2016-01-04,5396
en,influenza,2016-01-05,5269
en,influenza,2016-01-06,5253
en,influenza,2016-01-07,4917
en,influenza,2016-01-08,4661
en,influenza,2016-01-09,3741
en,influenza,2016-01-10,4300
en,influenza,2016-01-11,5329
en,influenza,2016-01-12,5291
en,influenza,2016-01-13,5384
en,influenza,2016-01-14,5472
en,influenza,2016-01-15,4912
en,influenza,2016-01-16,4114
en,influenza,2016-01-17,4174
en,influenza,2016-01-18,5120
en,influenza,2016-01-19,5901
en,influenza,2016-01-20,5946
en,influenza,2016-01-21,5613
en,influenza,2016-01-22,5564
en,influenza,2016-01-23,4018
en,influenza,2016-01-24,4673
en,influenza,2016-01-25,5933
en,influenza,2016-01-26,6156
en,influenza,2016-01-27,6468
en,influenza,2016-01-28,6321
en,influenza,2016-01-29,5789
en,influenza,2016-01-30,4580
en,influenza,2016-01-31,4986
en,influenza,2016-02-01,6615
en,influenza,2016-02-02,6370
en,influenza,2016-02-03,6599
en,influenza,2016-02-04,6489
en,influenza,2016-02-05,5923
en,influenza,2016-02-06,4599
en,influenza,2016-02-07,4916
en,influenza,2016-02-08,7022
en,influenza,2016-02-09,6662
en,influenza,2016-02-10,6686
en,influenza,2016-02-11,6606
en,influenza,2016-02-12,5665
en,influenza,2016-02-13,4597
en,influenza,2016-02-14,4886
en,influenza,2016-02-15,6544
en,influenza,2016-02-16,6907
en,influenza,2016-02-17,6726
en,influenza,2016-02-18,7100
en,influenza,2016-02-19,6676
en,influenza,2016-02-20,5586
en,influenza,2016-02-21,5831
en,influenza,2016-02-22,7896
en,influenza,2016-02-23,8011
en,influenza,2016-02-24,7649
en,influenza,2016-02-25,7771
en,influenza,2016-02-26,7115
en,influenza,2016-02-27,5825
en,influenza,2016-02-28,5896
en,influenza,2016-02-29,7491
en,influenza,2016-03-01,7937
en,influenza,2016-03-02,7641
en,influenza,2016-03-03,7508
en,influenza,2016-03-04,6403
en,influenza,2016-03-05,5199
en,influenza,2016-03-06,5613
en,influenza,2016-03-07,7320
en,influenza,2016-03-08,7552
en,influenza,2016-03-09,7497
en,influenza,2016-03-10,7162
en,influenza,2016-03-11,6117
en,influenza,2016-03-12,4887
en,influenza,2016-03-13,5340
en,influenza,2016-03-14,6739
en,influenza,2016-03-15,6526
en,influenza,2016-03-16,6469
en,influenza,2016-03-17,6124
en,influenza,2016-03-18,5432
en,influenza,2016-03-19,4271
en,influenza,2016-03-20,4785
en,influenza,2016-03-21,5958
en,influenza,2016-03-22,5877
en,influenza,2016-03-23,5609
en,influenza,2016-03-24,5009
en,influenza,2016-03-25,4820
en,influenza,2016-03-26,4089
en,influenza,2016-03-27,3794
en,influenza,2016-03-28,5126
en,influenza,2016-03-29,5539
en,influenza,2016-03-30,5571
en,influenza,2016-03-31,5041
en,influenza,2016-04-01,4535
en,influenza,2016-04-02,3836
en,influenza,2016-04-03,3869
en,influenza,2016-04-04,5000
en,influenza,2016-04-05,4912
en,influenza,2016-04-06,4970
en,influenza,2016-04-07,4742
en,influenza,2016-04-08,4173
en,influenza,2016-04-09,3411
en,influenza,2016-04-10,3917
en,influenza,2016-04-11,5665
en,influenza,2016-04-12,5504
en,influenza,2016-04-13,6175
en,influenza,2016-04-14,5295
en,influenza,2016-04-15,4212
en,influenza,2016-04-16,3270
en,influenza,2016-04-17,3445
en,influenza,2016-04-18,4679
en,influenza,2016-04-19,4449
en,influenza,2016-04-20,4323
en,influenza,2016-04-21,9729
en,influenza,2016-04-22,11688
en,influenza,2016-04-23,12294
en,influenza,2016-04-24,8270
en,influenza,2016-04-25,7713
en,influenza,2016-04-26,6353
en,influenza,2016-04-27,5748
en,influenza,2016-04-28,4984
en,influenza,2016-04-29,4379
en,influenza,2016-04-30,3356
en,influenza,2016-05-01,3634
en,influenza,2016-05-02,4652
en,influenza,2016-05-03,4474
en,influenza,2016-05-04,4291
en,influenza,2016-05-05,4063
en,influenza,2016-05-06,3433
en,influenza,2016-05-07,2979
en,influenza,2016-05-08,3164
en,influenza,2016-05-09,4110
en,influenza,2016-05-10,4130
en,influenza,2016-05-11,4313
en,influenza,2016-05-12,3940
en,influenza,2016-05-13,3498
en,influenza,2016-05-14,2587
en,influenza,2016-05-15,3046
en,influenza,2016-05-16,3664
en,influenza,2016-05-17,3791
en,influenza,2016-05-18,3828
en,influenza,2016-05-19,3793
en,influenza,2016-05-20,3158
en,influenza,2016-05-21,2794
en,influenza,2016-05-22,2825
en,influenza,2016-05-23,3854
en,influenza,2016-05-24,3600
en,influenza,2016-05-25,3536
en,influenza,2016-05-26,3569
en,influenza,2016-05-27,2959
en,influenza,2016-05-28,2438
en,influenza,2016-05-29,2581
en,influenza,2016-05-30,3410
en,influenza,2016-05-31,3205
en,influenza,2016-06-01,3306
en,influenza,2016-06-02,3254
en,influenza,2016-06-03,2994
en,influenza,2016-06-04,2341
en,influenza,2016-06-05,2576
en,influenza,2016-06-06,3158
en,influenza,2016-06-07,3123
en,influenza,2016-06-08,3358
en,influenza,2016-06-09,3063
en,influenza,2016-06-10,2476
en,influenza,2016-06-11,2120
en,influenza,2016-06-12,2348
en,influenza,2016-06-13,3122
en,influenza,2016-06-14,3044
en,influenza,2016-06-15,2983
en,influenza,2016-06-16,2943
en,influenza,2016-06-17,2455
en,influenza,2016-06-18,2189
en,influenza,2016-06-19,2357
en,influenza,2016-06-20,2939
en,influenza,2016-06-21,2999
en,influenza,2016-06-22,2970
en,influenza,2016-06-23,2875
en,influenza,2016-06-24,2641
en,influenza,2016-06-25,2302
en,influenza,2016-06-26,2237
en,influenza,2016-06-27,2864
en,influenza,2016-06-28,2884
en,influenza,2016-06-29,2955
en,influenza,2016-06-30,2617
en,influenza,2016-07-01,2304
en,influenza,2016-07-02,2218
en,influenza,2016-07-03,2285
en,influenza,2016-07-04,2487
en,influenza,2016-07-05,2414
en,influenza,2016-07-06,2558
en,influenza,2016-07-07,2721
en,influenza,2016-07-08,2249
en,influenza,2016-07-09,1986
en,influenza,2016-07-10,2034
en,influenza,2016-07-11,2779
en,influenza,2016-07-12,2800
en,influenza,2016-07-13,2662
en,influenza,2016-07-14,2473
en,influenza,2016-07-15,2105
en,influenza,2016-07-16,1944
en,influenza,2016-07-17,2306
en,influenza,2016-07-18,2782
en,influenza,2016-07-19,2849
en,influenza,2016-07-20,2961
en,influenza,2016-07-21,2612
en,influenza,2016-07-22,2187
en,influenza,2016-07-23,2086
en,influenza,2016-07-24,2175
en,influenza,2016-07-25,3309
en,influenza,2016-07-26,2783
en,influenza,2016-07-27,2614
en,influenza,2016-07-28,2607
en,influenza,2016-07-29,2215
en,influenza,2016-07-30,2117
en,influenza,2016-07-31,2327
en,influenza,2016-08-01,2522
en,influenza,2016-08-02,2718
en,influenza,2016-08-03,2689
en,influenza,2016-08-04,2530
en,influenza,2016-08-05,2327
en,influenza,2016-08-06,1924
en,influenza,2016-08-07,2288
en,influenza,2016-08-08,2756
en,influenza,2016-08-09,2793
en,influenza,2016-08-10,2710
en,influenza,2016-08-11,2547
en,influenza,2016-08-12,2325
en,influenza,2016-08-13,2117
en,influenza,2016-08-14,2243
en,influenza,2016-08-15,2875
en,influenza,2016-08-16,3025
en,influenza,2016-08-17,3095
en,influenza,2016-08-18,2761
en,influenza,2016-08-19,2454
en,influenza,2016-08-20,2159
en,influenza,2016-08-21,2508
en,influenza,2016-08-22,3080
en,influenza,2016-08-23,3031
en,influenza,2016-08-24,2998
en,influenza,2016-08-25,2993
en,influenza,2016-08-26,2766
en,influenza,2016-08-27,2336
en,influenza,2016-08-28,2683
en,influenza,2016-08-29,3176
en,influenza,2016-08-30,3259
en,influenza,2016-08-31,3164
en,influenza,2016-09-01,3069
en,influenza,2016-09-02,2865
en,influenza,2016-09-03,2351
en,influenza,2016-09-04,2648
en,influenza,2016-09-05,3275
en,influenza,2016-09-06,3631
en,influenza,2016-09-07,3642
en,influenza,2016-09-08,3771
en,influenza,2016-09-09,3207
en,influenza,2016-09-10,2631
en,influenza,2016-09-11,3072
en,influenza,2016-09-12,4009
en,influenza,2016-09-13,3809
en,influenza,2016-09-14,3866
en,influenza,2016-09-15,3752
en,influenza,2016-09-16,3436
en,influenza,2016-09-17,2718
en,influenza,2016-09-18,3308
en,influenza,2016-09-19,4208
en,influenza,2016-09-20,4173
en,influenza,2016-09-21,4040
en,influenza,2016-09-22,4559
en,influenza,2016-09-23,3431
en,influenza,2016-09-24,2760
en,influenza,2016-09-25,3092
en,influenza,2016-09-26,4484
en,influenza,2016-09-27,4305
en,influenza,2016-09-28,4349
en,influenza,2016-09-29,3979
en,influenza,2016-09-30,3546
en,influenza,2016-10-01,2865
en,influenza,2016-10-02,3457
en,influenza,2016-10-03,4203
en,influenza,2016-10-04,4512
en,influenza,2016-10-05,4373
en,influenza,2016-10-06,4206
en,influenza,2016-10-07,3725
en,influenza,2016-10-08,2905
en,influenza,2016-10-09,3092
en,influenza,2016-10-10,4193
en,influenza,2016-10-11,4321
en,influenza,2016-10-12,4472
en,influenza,2016-10-13,4269
en,influenza,2016-10-14,3833
en,influenza,2016-10-15,3141
en,influenza,2016-10-16,3620
en,influenza,2016-10-17,4690
en,influenza,2016-10-18,4478
en,influenza,2016-10-19,4827
en,influenza,2016-10-20,4308
en,influenza,2016-10-21,3815
en,influenza,2016-10-22,2995
en,influenza,2016-10-23,3318
en,influenza,2016-10-24,4939
en,influenza,2016-10-25,4856
en,influenza,2016-10-26,4656
en,influenza,2016-10-27,4475
en,influenza,2016-10-28,3668
en,influenza,2016-10-29,2737
en,influenza,2016-10-30,3184
en,influenza,2016-10-31,4002
en,influenza,2016-11-01,4367
en,influenza,2016-11-02,4508
en,influenza,2016-11-03,4334
en,influenza,2016-11-04,3824
en,influenza,2016-11-05,3282
en,influenza,2016-11-06,3781
en,influenza,2016-11-07,4673
en,influenza,2016-11-08,4739
en,influenza,2016-11-09,4231
en,influenza,2016-11-10,4490
en,influenza,2016-11-11,3958
en,influenza,2016-11-12,3320
en,influenza,2016-11-13,3958
en,influenza,2016-11-14,5018
en,influenza,2016-11-15,5031
en,influenza,2016-11-16,5010
en,influenza,2016-11-17,4710
en,influenza,2016-11-18,3858
en,influenza,2016-11-19,3464
en,influenza,2016-11-20,3869
en,influenza,2016-11-21,4831
en,influenza,2016-11-22,4727
en,influenza,2016-11-23,4495
en,influenza,2016-11-24,3872
en,influenza,2016-11-25,3520
en,influenza,2016-11-26,3405
en,influenza,2016-11-27,3865
en,influenza,2016-11-28,5057
en,influenza,2016-11-29,5125
en,influenza,2016-11-30,4883
en,influenza,2016-12-01,4983
en,influenza,2016-12-02,4329
en,influenza,2016-12-03,3309
en,influenza,2016-12-04,3971
en,influenza,2016-12-05,4938
en,influenza,2016-12-06,5048
en,influenza,2016-12-07,5180
en,influenza,2016-12-08,4969
en,influenza,2016-12-09,4416
en,influenza,2016-12-10,3650
en,influenza,2016-12-11,3800
en,influenza,2016-12-12,5143
en,influenza,2016-12-13,5236
en,influenza,2016-12-14,5034
en,influenza,2016-12-15,4839
en,influenza,2016-12-16,4157
en,influenza,2016-12-17,3527
en,influenza,2016-12-18,4045
en,influenza,2016-12-19,5154
en,influenza,2016-12-20,4853
en,influenza,2016-12-21,4978
en,influenza,2016-12-22,5176
en,influenza,2016-12-23,4865
en,influenza,2016-12-24,4030
en,influenza,2016-12-25,3629
en,influenza,2016-12-26,5097
en,influenza,2016-12-27,5352
en,influenza,2016-12-28,5960
en,influenza,2016-12-29,5658
en,influenza,2016-12-30,5515
en,influenza,2016-12-31,4515
en,influenza,2017-01-01,4251
en,influenza,2017-01-02,5454
en,influenza,2017-01-03,6948
en,influenza,2017-01-04,7336
en,influenza,2017-01-05,7771
en,influenza,2017-01-06,6540
en,influenza,2017-01-07,6093
en,influenza,2017-01-08,6185
en,influenza,2017-01-09,6894
en,influenza,2017-01-10,6820
en,influenza,2017-01-11,6697
en,influenza,2017-01-12,6737
en,influenza,2017-01-13,5803
en,influenza,2017-01-14,4910
en,influenza,2017-01-15,5317
en,influenza,2017-01-16,6062
en,influenza,2017-01-17,6885
en,influenza,2017-01-18,6653
en,influenza,2017-01-19,6516
en,influenza,2017-01-20,5396
en,influenza,2017-01-21,4508
en,influenza,2017-01-22,4813
en,influenza,2017-01-23,6088
en,influenza,2017-01-24,6260
en,influenza,2017-01-25,6321
en,influenza,2017-01-26,6157
en,influenza,2017-01-27,5374
en,influenza,2017-01-28,4781
en,influenza,2017-01-29,5108
en,influenza,2017-01-30,6265
en,influenza,2017-01-31,6330
en,influenza,2017-02-01,6305
en,influenza,2017-02-02,6448
en,influenza,2017-02-03,6140
en,influenza,2017-02-04,5000
en,influenza,2017-02-05,5201
en,influenza,2017-02-06,6557
en,influenza,2017-02-07,6958
en,influenza,2017-02-08,7019
en,influenza,2017-02-09,6852
en,influenza,2017-02-10,6224
en,influenza,2017-02-11,5188
en,influenza,2017-02-12,5274
en,influenza,2017-02-13,6788
en,influenza,2017-02-14,6479
en,influenza,2017-02-15,6758
en,influenza,2017-02-16,6839
en,influenza,2017-02-17,5878
en,influenza,2017-02-18,4919
en,influenza,2017-02-19,5183
en,influenza,2017-02-20,6173
en,influenza,2017-02-21,6645
en,influenza,2017-02-22,6541
en,influenza,2017-02-23,6089
en,influenza,2017-02-24,5253
en,influenza,2017-02-25,4355
en,influenza,2017-02-26,6514
en,influenza,2017-02-27,5980
en,influenza,2017-02-28,5889
en,influenza,2017-03-01,5504
en,influenza,2017-03-02,5316
en,influenza,2017-03-03,4817
en,influenza,2017-03-04,3867
en,influenza,2017-03-05,4314
en,influenza,2017-03-06,5363
en,influenza,2017-03-07,5316
en,influenza,2017-03-08,5053
en,influenza,2017-03-09,5216
en,influenza,2017-03-10,4482
en,influenza,2017-03-11,3625
en,influenza,2017-03-12,3803
en,influenza,2017-03-13,5034
en,influenza,2017-03-14,4769
en,influenza,2017-03-15,4762
en,influenza,2017-03-16,4485
en,influenza,2017-03-17,3983
en,influenza,2017-03-18,3484
en,influenza,2017-03-19,3746
en,influenza,2017-03-20,4856
en,influenza,2017-03-21,4910
en,influenza,2017-03-22,4906
en,influenza,2017-03-23,4492
en,influenza,2017-03-24,4202
en,influenza,2017-03-25,3159
en,influenza,2017-03-26,3524
en,influenza,2017-03-27,4646
en,influenza,2017-03-28,4602
en,influenza,2017-03-29,4793
en,influenza,2017-03-30,4455
en,influenza,2017-03-31,3938
en,influenza,2017-04-01,3067
en,influenza,2017-04-02,3776
en,influenza,2017-04-03,4728
en,influenza,2017-04-04,4348
en,influenza,2017-04-05,4263
en,influenza,2017-04-06,4082
en,influenza,2017-04-07,3385
en,influenza,2017-04-08,3173
en,influenza,2017-04-09,2970
en,influenza,2017-04-10,3965
en,influenza,2017-04-11,3957
en,influenza,2017-04-12,3637
en,influenza,2017-04-13,3532
en,influenza,2017-04-14,2829
en,influenza,2017-04-15,2717
en,influenza,2017-04-16,2877
en,influenza,2017-04-17,3424
en,influenza,2017-04-18,3682
en,influenza,2017-04-19,4367
en,influenza,2017-04-20,3763
en,influenza,2017-04-21,3349
en,influenza,2017-04-22,2567
en,influenza,2017-04-23,3070
en,influenza,2017-04-24,3684
en,influenza,2017-04-25,3749
en,influenza,2017-04-26,3689
en,influenza,2017-04-27,3587
en,influenza,2017-04-28,2902
en,influenza,2017-04-29,2212
en,influenza,2017-04-30,2374
en,influenza,2017-05-01,3093
en,influenza,2017-05-02,3415
en,influenza,2017-05-03,3301
en,influenza,2017-05-04,3080
en,influenza,2017-05-05,3152
en,influenza,2017-05-06,2224
en,influenza,2017-05-07,2573
en,influenza,2017-05-08,3447
en,influenza,2017-05-09,3325
en,influenza,2017-05-10,3360
en,influenza,2017-05-11,3261
en,influenza,2017-05-12,2752
en,influenza,2017-05-13,2350
en,influenza,2017-05-14,2387
en,influenza,2017-05-15,3242
en,influenza,2017-05-16,3621
en,influenza,2017-05-17,3315
en,influenza,2017-05-18,3140
en,influenza,2017-05-19,2745
en,influenza,2017-05-20,2102
en,influenza,2017-05-21,2377
en,influenza,2017-05-22,3065
en,influenza,2017-05-23,3002
en,influenza,2017-05-24,3149
en,influenza,2017-05-25,2822
en,influenza,2017-05-26,2577
en,influenza,2017-05-27,2180
en,influenza,2017-05-28,2380
en,influenza,2017-05-29,2884
en,influenza,2017-05-30,2904
en,influenza,2017-05-31,2926
en,influenza,2017-06-01,2661
en,influenza,2017-06-02,2604
en,influenza,2017-06-03,2133
en,influenza,2017-06-04,2155
en,influenza,2017-06-05,2854
en,influenza,2017-06-06,2937
en,influenza,2017-06-07,3006
en,influenza,2017-06-08,2914
en,influenza,2017-06-09,2440
en,influenza,2017-06-10,2199
en,influenza,2017-06-11,2376
en,influenza,2017-06-12,2879
en,influenza,2017-06-13,2860
en,influenza,2017-06-14,2744
en,influenza,2017-06-15,2985
en,influenza,2017-06-16,2552
en,influenza,2017-06-17,2050
en,influenza,2017-06-18,2105
en,influenza,2017-06-19,2687
en,influenza,2017-06-20,2915
en,influenza,2017-06-21,2923
en,influenza,2017-06-22,2627
en,influenza,2017-06-23,2285
en,influenza,2017-06-24,1864
en,influenza,2017-06-25,2086
en,influenza,2017-06-26,2568
en,influenza,2017-06-27,2645
en,influenza,2017-06-28,2863
en,influenza,2017-06-29,2716
en,influenza,2017-06-30,2230
en,influenza,2017-07-01,1974
en,influenza,2017-07-02,2147
en,influenza,2017-07-03,2448
en,influenza,2017-07-04,2613
en,influenza,2017-07-05,2741
en,influenza,2017-07-06,2599
en,influenza,2017-07-07,2297
en,influenza,2017-07-08,1995
en,influenza,2017-07-09,2202
en,influenza,2017-07-10,2805
en,influenza,2017-07-11,2833
en,influenza,2017-07-12,2674
en,influenza,2017-07-13,2684
en,influenza,2017-07-14,2261
en,influenza,2017-07-15,2054
en,influenza,2017-07-16,2271
en,influenza,2017-07-17,2784
en,influenza,2017-07-18,2917
en,influenza,2017-07-19,2815
en,influenza,2017-07-20,2941
en,influenza,2017-07-21,2616
en,influenza,2017-07-22,2349
en,influenza,2017-07-23,2370
en,influenza,2017-07-24,2792
en,influenza,2017-07-25,3065
en,influenza,2017-07-26,3330
en,influenza,2017-07-27,2760
en,influenza,2017-07-28,2564
en,influenza,2017-07-29,2298
en,influenza,2017-07-30,2385
en,influenza,2017-07-31,2798
en,influenza,2017-08-01,4112
en,influenza,2017-08-02,2935
en,influenza,2017-08-03,2971
en,influenza,2017-08-04,2497
en,influenza,2017-08-05,2244
en,influenza,2017-08-06,2521
en,influenza,2017-08-07,2828
en,influenza,2017-08-08,3128
en,influenza,2017-08-09,2984
en,influenza,2017-08-10,2885
en,influenza,2017-08-11,2689
en,influenza,2017-08-12,2335
en,influenza,2017-08-13,2627
en,influenza,2017-08-14,3033
en,influenza,2017-08-15,3140
en,influenza,2017-08-16,3230
en,influenza,2017-08-17,3121
en,influenza,2017-08-18,2967
en,influenza,2017-08-19,2362
en,influenza,2017-08-20,2812
en,influenza,2017-08-21,3018
en,influenza,2017-08-22,3148
en,influenza,2017-08-23,3003
en,influenza,2017-08-24,2954
en,influenza,2017-08-25,2655
en,influenza,2017-08-26,2275
en,influenza,2017-08-27,2412
en,influenza,2017-08-28,3109
en,influenza,2017-08-29,2984
en,influenza,2017-08-30,3195
en,influenza,2017-08-31,2967
en,influenza,2017-09-01,2601
en,influenza,2017-09-02,2428
en,influenza,2017-09-03,2557
en,influenza,2017-09-04,2962
en,influenza,2017-09-05,3291
en,influenza,2017-09-06,3601
en,influenza,2017-09-07,3738
en,influenza,2017-09-08,3103
en,influenza,2017-09-09,2594
en,influenza,2017-09-10,3036
en,influenza,2017-09-11,3639
en,influenza,2017-09-12,3727
en,influenza,2017-09-13,3734
en,influenza,2017-09-14,3766
en,influenza,2017-09-15,3348
en,influenza,2017-09-16,2781
en,influenza,2017-09-17,3097
en,influenza,2017-09-18,4235
en,influenza,2017-09-19,4481
en,influenza,2017-09-20,4279
en,influenza,2017-09-21,4049
en,influenza,2017-09-22,3390
en,influenza,2017-09-23,2568
en,influenza,2017-09-24,2887
en,influenza,2017-09-25,3786
en,influenza,2017-09-26,4199
en,influenza,2017-09-27,3848
en,influenza,2017-09-28,3586
en,influenza,2017-09-29,3301
en,influenza,2017-09-30,2622
en,influenza,2017-10-01,2983
en,influenza,2017-10-02,3794
en,influenza,2017-10-03,4086
en,influenza,2017-10-04,4497
en,influenza,2017-10-05,3952
en,influenza,2017-10-06,3498
en,influenza,2017-10-07,2829
en,influenza,2017-10-08,3196
en,influenza,2017-10-09,4327
en,influenza,2017-10-10,4302
en,influenza,2017-10-11,4409
en,influenza,2017-10-12,4401
en,influenza,2017-10-13,3502
en,influenza,2017-10-14,2967
en,influenza,2017-10-15,3564
en,influenza,2017-10-16,4317
en,influenza,2017-10-17,4762
en,influenza,2017-10-18,4049
en,influenza,2017-10-19,4126
en,influenza,2017-10-20,3623
en,influenza,2017-10-21,2914
en,influenza,2017-10-22,3237
en,influenza,2017-10-23,20827
en,influenza,2017-10-24,5284
en,influenza,2017-10-25,4526
en,influenza,2017-10-26,4112
en,influenza,2017-10-27,3377
en,influenza,2017-10-28,2842
en,influenza,2017-10-29,3139
en,influenza,2017-10-30,4125
en,influenza,2017-10-31,3779
en,influenza,2017-11-01,3733
en,influenza,2017-11-02,4067
en,influenza,2017-11-03,3422
en,influenza,2017-11-04,2972
en,influenza,2017-11-05,3207
en,influenza,2017-11-06,4255
en,influenza,2017-11-07,4363
en,influenza,2017-11-08,4581
en,influenza,2017-11-09,4275
en,influenza,2017-11-10,3502
en,influenza,2017-11-11,2874
en,influenza,2017-11-12,3376
en,influenza,2017-11-13,4278
en,influenza,2017-11-14,4621
en,influenza,2017-11-15,4459
en,influenza,2017-11-16,4360
en,influenza,2017-11-17,3515
en,influenza,2017-11-18,3109
en,influenza,2017-11-19,3619
en,influenza,2017-11-20,4601
en,influenza,2017-11-21,4733
en,influenza,2017-11-22,4522
en,influenza,2017-11-23,3621
en,influenza,2017-11-24,3111
en,influenza,2017-11-25,3077
en,influenza,2017-11-26,3499
en,influenza,2017-11-27,4502
en,influenza,2017-11-28,4565
en,influenza,2017-11-29,4317
en,influenza,2017-11-30,4275
en,influenza,2017-12-01,3695
en,influenza,2017-12-02,3195
en,influenza,2017-12-03,3538
en,influenza,2017-12-04,4741
en,influenza,2017-12-05,4900
en,influenza,2017-12-06,4982
en,influenza,2017-12-07,4844
en,influenza,2017-12-08,4228
en,influenza,2017-12-09,3657
en,influenza,2017-12-10,3810
en,influenza,2017-12-11,4947
en,influenza,2017-12-12,4972
en,influenza,2017-12-13,4717
en,influenza,2017-12-14,4768
en,influenza,2017-12-15,4581
en,influenza,2017-12-16,3988
en,influenza,2017-12-17,4619
en,influenza,2017-12-18,5390
en,influenza,2017-12-19,5228
en,influenza,2017-12-20,5034
en,influenza,2017-12-21,5332
en,influenza,2017-12-22,4693
en,influenza,2017-12-23,4345
en,influenza,2017-12-24,4387
en,influenza,2017-12-25,3944
en,influenza,2017-12-26,5185
en,influenza,2017-12-27,6183
en,influenza,2017-12-28,6607
en,influenza,2017-12-29,6979
en,influenza,2017-12-30,6391
en,influenza,2017-12-31,6246
en,influenza,2018-01-01,5654
en,influenza,2018-01-02,7402
en,influenza,2018-01-03,9578
en,influenza,2018-01-04,9060
en,influenza,2018-01-05,8405
en,influenza,2018-01-06,7467
en,influenza,2018-01-07,7582
en,influenza,2018-01-08,9285
en,influenza,2018-01-09,9460
en,influenza,2018-01-10,9736
en,influenza,2018-01-11,11462
en,influenza,2018-01-12,10742
en,influenza,2018-01-13,9260
en,influenza,2018-01-14,7743
en,influenza,2018-01-15,8506
en,influenza,2018-01-16,9506
en,influenza,2018-01-17,9767
